,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
339,CHAHA,Africa,8,37.5,NA,sgw,NA,Afro-Asiatic
340,CHRISTIAN_PALESTINIAN,Africa,31.9,35.2,NA,amw,NA,Afro-Asiatic
341,CLASSICAL_ARABIC,Africa,25,42,NA,arb,NA,Afro-Asiatic
342,CLASSICAL_MANDAEAN,Africa,36.12,49.57,NA,myz,NA,Afro-Asiatic
343,CLASSICAL_MANDAIC,Africa,31,48.5,NA,myz,NA,Afro-Asiatic
344,CLASSICAL_SYRIAC,Africa,37.15,38.8,NA,syc,NA,Afro-Asiatic
345,DAHALIK,Africa,15.73,40.08,NA,dlk,NA,Afro-Asiatic
346,DAMASCUS_ARABIC,Africa,33.75,36,NA,apc,NA,Afro-Asiatic
347,DELLYS,Africa,34.5,3,NA,arq,NA,Afro-Asiatic
348,DHOFARI_ARABIC,Africa,17.08,54.49,NA,adf,NA,Afro-Asiatic
349,EASTERN_EGYPTIAN_BEDAWI_ARABIC,Africa,29.67,33.61,NA,avl,NA,Afro-Asiatic
350,ETHIOPIC,Africa,14.12,38.72,NA,gez,NA,Afro-Asiatic
351,GAFAT,Africa,10.6,37,NA,gft,NA,Afro-Asiatic
352,GEEZ,Africa,14.12,38.72,NA,gez,NA,Afro-Asiatic
353,GEEZ_2,Africa,14.12,38.72,NA,gez,NA,Afro-Asiatic
354,GEEZ_3,Africa,14.12,38.72,NA,gez,NA,Afro-Asiatic
355,GETO,Africa,8.4,38.42,NA,sgw,NA,Afro-Asiatic
356,HADRAMI_ARABIC,Africa,15.45,48.65,NA,ayh,NA,Afro-Asiatic
357,HARARI,Africa,9.25,42.17,NA,har,NA,Afro-Asiatic
358,HARARI_2,Africa,9.25,42.17,NA,har,NA,Afro-Asiatic
359,HARSUSI,Africa,20,56.05,NA,hss,NA,Afro-Asiatic
360,HASSANIYA,Africa,19,-14,NA,mey,NA,Afro-Asiatic
361,HEBREW,Africa,31.5,34.83,NA,heb,NA,Afro-Asiatic
362,HERTEVIN,Africa,37.93,42.55,NA,hrt,NA,Afro-Asiatic
363,HIJAZI_ARABIC,Africa,26,38,NA,acw,NA,Afro-Asiatic
364,HOBYOT,Africa,18,54,NA,hoh,NA,Afro-Asiatic
365,HULAULA,Africa,31.91,43.49,NA,huy,NA,Afro-Asiatic
366,INNEMOR,Africa,8,38,NA,ior,NA,Afro-Asiatic
367,IRAQ_MUSLIM_BAGHDAD_ARABIC,Africa,33,44,NA,acm,NA,Afro-Asiatic
368,JILU,Africa,36,41,NA,aii,NA,Afro-Asiatic
369,JUDEO_IRAQI_ARABIC,Africa,31.53,41.26,NA,yhd,NA,Afro-Asiatic
370,JUDEO_MOROCCAN_ARABIC,Africa,33.5,-7.5,NA,aju,NA,Afro-Asiatic
371,JUDEO_TRIPOLITANIAN_ARABIC,Africa,31.96,34.74,NA,yud,NA,Afro-Asiatic
372,JUDEO_TUNISIAN_ARABIC,Africa,31.75,35.25,NA,ajt,NA,Afro-Asiatic
373,JUDEO_YEMENI_ARABIC,Africa,15,45,NA,jye,NA,Afro-Asiatic
374,KOY_SANJAQ_SURAT,Africa,36.05,44.64,NA,kqd,NA,Afro-Asiatic
375,KUWAITI_ARABIC,Africa,29.37,47.98,NA,afb,NA,Afro-Asiatic
376,LISHAN_DIDAN,Africa,38,47,NA,trg,NA,Afro-Asiatic
377,LISHANA_DENI,Africa,31.77,35.22,NA,lsd,NA,Afro-Asiatic
378,MALTESE,Africa,35.92,14.42,NA,mlt,NA,Afro-Asiatic
379,MALTESE_ARABIC,Africa,35.92,14.42,NA,mlt,NA,Afro-Asiatic
380,MALULA,Africa,33.84,36.55,NA,amw,NA,Afro-Asiatic
381,MEHRI,Africa,17,51.5,NA,gdq,NA,Afro-Asiatic
382,MEHRI_2,Africa,17,51.5,NA,gdq,NA,Afro-Asiatic
383,MESMES,Africa,7.58,37.58,NA,mys,NA,Afro-Asiatic
384,MESMES_2,Africa,7.58,37.58,NA,mys,NA,Afro-Asiatic
385,MESQAN,Africa,8.1,38.34,NA,mvz,NA,Afro-Asiatic
386,MLAHSO,Africa,38.47,40.63,NA,lhs,NA,Afro-Asiatic
387,MODERN_HEBREW,Africa,31.5,34.83,NA,heb,NA,Afro-Asiatic
388,MODERN_MANDAIC,Africa,31,48.5,NA,mid,NA,Afro-Asiatic
389,MOROCCAN_ARABIC,Africa,34,-6,NA,ary,NA,Afro-Asiatic
390,MOROCCAN_ARABIC_2,Africa,34,-6,NA,ary,NA,Afro-Asiatic
391,NAJDI_ARABIC,Africa,30.34,42.18,NA,ars,NA,Afro-Asiatic
392,NEO_ARAMAIC,Africa,31.75,35,NA,aij,NA,Afro-Asiatic
393,NEO_MANDAIC_KHORRAMSHAHR,Africa,31,48.5,NA,mid,NA,Afro-Asiatic
394,NIGERIAN_ARABIC,Africa,13.83,20.83,NA,shu,NA,Afro-Asiatic
395,NORTH_MESOPOTAMIAN_ARABIC,Africa,36.3,42,NA,ayp,NA,Afro-Asiatic
396,OGADEN_ARABIC,Africa,7.28,44.3,NA,,NA,Afro-Asiatic
397,PALESTINIAN_ARABIC,Africa,32,35.25,NA,ajp,NA,Afro-Asiatic
398,PHOENICIAN,Africa,34.12,35.65,NA,phn,NA,Afro-Asiatic
399,PROTO_SEMITIC,Africa,,,NA,,NA,NA
400,SABEAN,Africa,15.42,45.35,NA,xsa,NA,Afro-Asiatic
401,SAHARAN_ARABIC,Africa,29,5,NA,aao,NA,Afro-Asiatic
402,SAN_ANDRES_ARABIC_1,Africa,12.58,-81.7,NA,apc,NA,Afro-Asiatic
403,SAN_ANDRES_ARABIC_2,Africa,12.58,-81.7,NA,apc,NA,Afro-Asiatic
404,SAN_ANDRES_ARABIC_3,Africa,12.58,-81.7,NA,apc,NA,Afro-Asiatic
405,SAURI,Africa,17.5,55,NA,shv,NA,Afro-Asiatic
406,SHEHRI,Africa,17.5,55,NA,shv,NA,Afro-Asiatic
407,SHUWA_CHADIAN_ARABIC,Africa,13.8,19,NA,shu,NA,Afro-Asiatic
408,SHUWA_CHADIAN_ARABIC_2,Africa,13.8,19,NA,shu,NA,Afro-Asiatic
409,SILTE,Africa,7.77,38.14,NA,stv,NA,Afro-Asiatic
410,SODDO,Africa,8.5,38.5,NA,gru,NA,Afro-Asiatic
411,SOQOTRI,Africa,12.5,54,NA,sqt,NA,Afro-Asiatic
412,SOQOTRI_2,Africa,12.5,54,NA,sqt,NA,Afro-Asiatic
413,SOUKHNE_SYRIAN_ARABIC,Africa,33,44,NA,acm,NA,Afro-Asiatic
414,STANDARD_ARABIC,Africa,25,42,NA,arb,NA,Afro-Asiatic
415,STANDARD_ARABIC_2,Africa,25,42,NA,arb,NA,Afro-Asiatic
416,SUDANESE_ARABIC,Africa,15.63,32.53,NA,apd,NA,Afro-Asiatic
417,SYRIAC,Africa,37.25,39,NA,syc,NA,Afro-Asiatic
418,SYRIAC_2,Africa,37.25,39,NA,syc,NA,Afro-Asiatic
419,SYRIAN_ARABIC,Africa,34,38,NA,apc,NA,Afro-Asiatic
420,TAJIKI_ARABIC,Africa,37.22,67.33,NA,abh,NA,Afro-Asiatic
421,TIGRE,Africa,16.5,38.5,NA,tig,NA,Afro-Asiatic
422,TIGRE_2,Africa,16.5,38.5,NA,tig,NA,Afro-Asiatic
423,TIGRIGNA,Africa,14.5,38.5,NA,tir,NA,Afro-Asiatic
424,TIGRINYA,Africa,14.5,38.5,NA,tir,NA,Afro-Asiatic
425,TIGRINYA_2,Africa,14.5,38.5,NA,tir,NA,Afro-Asiatic
426,TRIPOLI_JEWISH_ARABIC,Africa,32.9,13.19,NA,ayl,NA,Afro-Asiatic
427,TUNISIAN_ARABIC_MAGHRIB,Africa,36.88,10.25,NA,aeb,NA,Afro-Asiatic
428,TUROYO,Africa,37.39,41.83,NA,tru,NA,Afro-Asiatic
429,UGARITIC,Africa,35.6,35.78,NA,uga,NA,Afro-Asiatic
430,URMI,Africa,37.56,45.07,NA,aii,NA,Afro-Asiatic
431,WALANI_SILTE,Africa,8,38,NA,wle,NA,Afro-Asiatic
432,WESTERN_NEO_ARAMAIC,Africa,33.92,36.25,NA,amw,NA,Afro-Asiatic
433,YEMEN_SANAANI_ARABIC,Africa,16,44,NA,ayn,NA,Afro-Asiatic
434,ZWAY,Africa,7.93,38.83,NA,zwa,NA,Afro-Asiatic
435,ARI,Africa,6,36.58,NA,aiw,NA,South_Omotic
436,BANNA,Africa,5,36.5,NA,amf,NA,South_Omotic
437,DIME,Africa,6.17,36.25,NA,dim,NA,South_Omotic
438,GAYIL,Africa,6.15,36.67,NA,gyl,NA,South_Omotic
439,HAMER_BANNA,Africa,5.2,36.5,NA,amf,NA,South_Omotic
440,KARO,Africa,5.25,36.17,NA,kxh,NA,South_Omotic
441,KARO_2,Africa,5.25,36.2,NA,kxh,NA,South_Omotic
442,KEFA,Africa,7.25,36.25,NA,kbr,NA,Ta-Ne-Omotic
443,KEFA_2,Africa,7.25,36.25,NA,kbr,NA,Ta-Ne-Omotic
444,AASAX,Africa,-4.04,37.16,NA,aas,NA,Afro-Asiatic
445,ALAGWA,Africa,-5.5,35.75,NA,wbj,NA,Afro-Asiatic
446,BURUNGE,Africa,-5.33,36,NA,bds,NA,Afro-Asiatic
447,INNER_MBUGU_BUMBULI,Africa,-4.33,38.17,NA,mhd,NA,MixedLanguage
448,IRAQW,Africa,-4,35.5,NA,irk,NA,Afro-Asiatic
449,IRAQW_2,Africa,-4,35.5,NA,irk,NA,Afro-Asiatic
450,KWADZA,Africa,-6.2,36.1,NA,wka,NA,Afro-Asiatic
451,NORMAL_MBUGU,Africa,-4.33,38.17,NA,mhd,NA,MixedLanguage
452,PROTO_SOUTH_CUSHITIC,Africa,,,NA,,NA,NA
453,PROTO_WEST_RIFT,Africa,,,NA,,NA,NA
454,ANGAS,Africa,9.5,9.5,NA,anc,NA,Afro-Asiatic
455,ANGAS_NGAS,Africa,9.5,9.5,NA,anc,NA,Afro-Asiatic
456,ARABISHI,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
457,BADE,Africa,12.83,10.5,NA,bde,NA,Afro-Asiatic
458,BADE_2,Africa,12.8,10.63,NA,bde,NA,Afro-Asiatic
459,BADE_3,Africa,12.8,10.63,NA,bde,NA,Afro-Asiatic
460,BEELE,Africa,10.16,10.42,NA,bxq,NA,Afro-Asiatic
461,BODE_DOEI,Africa,12.92,11,NA,dbp,NA,Afro-Asiatic
462,BOGHOM,Africa,9.1,9.97,NA,bux,NA,Afro-Asiatic
463,BOLE,Africa,11.33,11.25,NA,bol,NA,Afro-Asiatic
464,BOLE_2,Africa,11.33,11.25,NA,bol,NA,Afro-Asiatic
465,BOLE_3,Africa,11.35,11.26,NA,bol,NA,Afro-Asiatic
466,BURE,Africa,10.45,10.43,NA,bvh,NA,Afro-Asiatic
467,BUU_ZARANDA,Africa,10.23,9.52,NA,gji,NA,Afro-Asiatic
468,CIWOGAI,Africa,10.92,9.92,NA,tgd,NA,Afro-Asiatic
469,DASS_DWAT,Africa,10.02,9.53,NA,dot,NA,Afro-Asiatic
470,DENAWA,Africa,10.58,10.42,NA,dbb,NA,Afro-Asiatic
471,DERA,Africa,10,12,NA,kna,NA,Afro-Asiatic
472,DIRI,Africa,11.17,9.33,NA,dwa,NA,Afro-Asiatic
473,DUHWA,Africa,9.33,8.75,NA,kbz,NA,Afro-Asiatic
474,DYARIM,Africa,10.03,9.07,NA,zua,NA,Afro-Asiatic
475,FYER,Africa,9.5,9.25,NA,fie,NA,Afro-Asiatic
476,GALAMBU,Africa,10.17,10.5,NA,glo,NA,Afro-Asiatic
477,GARAKU,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
478,GEJI,Africa,10.37,9.58,NA,gji,NA,Afro-Asiatic
479,GERA,Africa,10.32,9.83,NA,gew,NA,Afro-Asiatic
480,GERA_2,Africa,10.32,9.83,NA,gew,NA,Afro-Asiatic
481,GERUMA,Africa,10.53,9.88,NA,gea,NA,Afro-Asiatic
482,GITATA,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
483,GOEMAI,Africa,8.67,9.75,NA,ank,NA,Afro-Asiatic
484,GURUNTUM_MBAARU,Africa,9.83,10.17,NA,grd,NA,Afro-Asiatic
485,GUUS_SIGIDI,Africa,9.67,9.35,NA,say,NA,Afro-Asiatic
486,GWAGWA,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
487,GYANNZI_GEEJI,Africa,10.32,9.62,NA,gji,NA,Afro-Asiatic
488,GYANNZI_GEEJI_2,Africa,10.32,9.62,NA,gji,NA,Afro-Asiatic
489,HAUSA,Africa,12,7,NA,hau,NA,Afro-Asiatic
490,HAUSA_2,Africa,12,7,NA,hau,NA,Afro-Asiatic
491,HAUSA_3,Africa,12,7,NA,hau,NA,Afro-Asiatic
492,HAUSA_4,Africa,12.08,7.31,NA,hau,NA,Afro-Asiatic
493,HAUSA_5,Africa,12.08,7.31,NA,hau,NA,Afro-Asiatic
494,HAUSA_ADER,Africa,15,5,NA,hau,NA,Afro-Asiatic
495,JIMI,Africa,10.42,9.9,NA,jmi,NA,Afro-Asiatic
496,KANO,Africa,12,7,NA,hau,NA,Afro-Asiatic
497,KAREKARE,Africa,11.6,10.75,NA,kai,NA,Afro-Asiatic
498,KAREKARE_2,Africa,12.42,10.87,NA,kai,NA,Afro-Asiatic
499,KARIYA,Africa,11,9.67,NA,kil,NA,Afro-Asiatic
500,KARSHI,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
501,KIR_BALAR,Africa,10.15,9.77,NA,kkr,NA,Afro-Asiatic
502,KIRFI,Africa,10.33,10.4,NA,kks,NA,Afro-Asiatic
503,KOENOEM,Africa,9,9.5,NA,kcs,NA,Afro-Asiatic
504,KOFYAR,Africa,8.83,9.17,NA,kwl,NA,Afro-Asiatic
505,KUBI,Africa,10.63,10.27,NA,kof,NA,Afro-Asiatic
506,KULERE,Africa,9.25,9,NA,kul,NA,Afro-Asiatic
507,KUSHI,Africa,9.41,10.95,NA,kuh,NA,Afro-Asiatic
508,KWAAMI,Africa,10.42,11,NA,ksq,NA,Afro-Asiatic
509,LURI_2,Africa,10.07,9.59,NA,ldd,NA,Afro-Asiatic
510,MAAKA,Africa,11.5,11.91,NA,mew,NA,Afro-Asiatic
511,MAKAA_NIGERIA,Africa,11.5,11.92,NA,mew,NA,Afro-Asiatic
512,MANGAS,Africa,10.08,9.76,NA,zns,NA,Afro-Asiatic
513,MBURKU,Africa,10.92,9.83,NA,bbt,NA,Afro-Asiatic
514,MISHIP,Africa,9.17,9.5,NA,mjs,NA,Afro-Asiatic
515,MIYA,Africa,10.92,9.67,NA,mkf,NA,Afro-Asiatic
516,MIYA_2,Africa,10.92,9.72,NA,mkf,NA,Afro-Asiatic
517,MONTOL,Africa,9,9.42,NA,mtl,NA,Afro-Asiatic
518,MUNDAT,Africa,9.17,8.75,NA,mmf,NA,Afro-Asiatic
519,MUPUN,Africa,9.5,8.83,NA,sur,NA,Afro-Asiatic
520,MUSHERE,Africa,9,9.17,NA,cky,NA,Afro-Asiatic
521,MWAGHAVUL,Africa,9.5,8.83,NA,sur,NA,Afro-Asiatic
522,NGAMO,Africa,11.35,11.1,NA,nbh,NA,Afro-Asiatic
523,NGIZIM,Africa,12.08,10.92,NA,ngi,NA,Afro-Asiatic
524,NGIZIM_2,Africa,12.05,11.02,NA,ngi,NA,Afro-Asiatic
525,NGIZIM_3,Africa,12.05,11.02,NA,ngi,NA,Afro-Asiatic
526,NIMBIA,Africa,8.67,8.08,NA,gwn,NA,Afro-Asiatic
527,NYAM,Africa,9.17,10.83,NA,nmi,NA,Afro-Asiatic
528,PAANCI,Africa,11,9.33,NA,pqa,NA,Afro-Asiatic
529,PERO,Africa,9.58,11,NA,pip,NA,Afro-Asiatic
530,PERO_2,Africa,9.58,11,NA,pip,NA,Afro-Asiatic
531,POLCI,Africa,10.32,9.83,NA,plj,NA,Afro-Asiatic
532,POLCI_BULI,Africa,10.5,10,NA,plj,NA,Afro-Asiatic
533,POLCI_ZUL,Africa,10.12,9.48,NA,plj,NA,Afro-Asiatic
534,RON_BOKKOS,Africa,9,8.75,NA,cla,NA,Afro-Asiatic
535,RON_DAFFO_BUTURA,Africa,9,8.75,NA,cla,NA,Afro-Asiatic
536,RON_MANGAR,Africa,9,8.75,NA,cla,NA,Afro-Asiatic
537,RON_MONGUNA,Africa,9,8.75,NA,cla,NA,Afro-Asiatic
538,SAYA,Africa,9.75,9.55,NA,say,NA,Afro-Asiatic
539,SHA,Africa,9.23,8.78,NA,scw,NA,Afro-Asiatic
540,SHO,Africa,10.17,9.83,NA,juu,NA,Afro-Asiatic
541,SIRI,Africa,10.8,9.72,NA,sir,NA,Afro-Asiatic
542,SOOR,Africa,10.23,9.77,NA,zah,NA,Afro-Asiatic
543,SURA,Africa,9.48,9,NA,sur,NA,Afro-Asiatic
544,TAL,Africa,9.17,9.5,NA,tal,NA,Afro-Asiatic
545,TALA,Africa,10.23,9.85,NA,tak,NA,Afro-Asiatic
546,TAMBAS,Africa,9.33,9.23,NA,tdk,NA,Afro-Asiatic
547,TANGALE,Africa,9.75,11.33,NA,tan,NA,Afro-Asiatic
548,TESHENAWA,Africa,9.64,8.36,NA,twc,NA,Afro-Asiatic
549,WARJI,Africa,11.15,9.6,NA,wji,NA,Afro-Asiatic
550,WIDALA,Africa,9.33,11,NA,ktc,NA,Afro-Asiatic
551,YIWOM,Africa,9,9.78,NA,gek,NA,Afro-Asiatic
552,ZAAR,Africa,9.69,9.75,NA,say,NA,Afro-Asiatic
553,ZARI,Africa,9.78,9.38,NA,zaz,NA,Afro-Asiatic
554,ZODI_DOTT,Africa,10.02,9.52,NA,dot,NA,Afro-Asiatic
555,ZUMBUN,Africa,10.8,10,NA,jmb,NA,Afro-Asiatic
556,BANGERI_ME,Africa,14.9,-3.7,NA,dba,NA,Bangi_Me
557,BANGERI_ME_2,Africa,14.9,-3.7,NA,dba,NA,Bangi_Me
558,BANGI_ME,Africa,14.8,-3.78,NA,dba,NA,Bangi_Me
559,BERTA,Africa,10.5,34.6,NA,wti,NA,Berta
560,WETAWIT,Africa,10.33,34.67,NA,wti,NA,Berta
561,BAGIRMI,Africa,11.67,16,NA,bmi,NA,Central_Sudanic
562,BAGIRMI_2,Africa,11,16.2,NA,bmi,NA,Central_Sudanic
563,BAKA_SUDAN,Africa,4.83,29.25,NA,bdh,NA,Central_Sudanic
564,BEJOND,Africa,8.37,16,NA,bjv,NA,Central_Sudanic
565,BIRRI_C_AFRICAN_REP,Africa,5.5,25.17,NA,bvq,NA,Central_Sudanic
566,BONGO,Africa,7.5,28.5,NA,bot,NA,Central_Sudanic
567,BONGO_2,Africa,7.2,28.4,NA,bot,NA,Central_Sudanic
568,DAGBA,Africa,8.84,18.48,NA,dgk,NA,Central_Sudanic
569,FONGORO,Africa,11.25,22.58,NA,fgr,NA,Central_Sudanic
570,FORMONA,Africa,12.17,22.44,NA,sys,NA,Central_Sudanic
571,FURU,Africa,4.33,20.58,NA,fuu,NA,Central_Sudanic
572,GOR,Africa,8,17.08,NA,gqr,NA,Central_Sudanic
573,GULA_CAR,Africa,9.5,22.5,NA,glu,NA,Central_Sudanic
574,GULA_MERE,Africa,9.5,22.5,NA,kcm,NA,Central_Sudanic
575,GULA_SARA,Africa,9.5,22.5,NA,kcm,NA,Central_Sudanic
576,GULA_ZURA,Africa,9.5,22.5,NA,kcm,NA,Central_Sudanic
577,GULAY,Africa,9.17,17.25,NA,gvl,NA,Central_Sudanic
578,GULAY_2,Africa,9.17,17.25,NA,gvl,NA,Central_Sudanic
579,HORO,Africa,9.31,18.23,NA,hor,NA,Central_Sudanic
580,JUR_BELI_WULU,Africa,6.3,29.8,NA,blm,NA,Central_Sudanic
581,KABA_DEME_SARA,Africa,9,18.58,NA,kwg,NA,Central_Sudanic
582,KABBA,Africa,7.5,16.5,NA,ksp,NA,Central_Sudanic
583,KARA,Africa,10,23,NA,kah,NA,Central_Sudanic
584,KENGA,Africa,12,18,NA,kyq,NA,Central_Sudanic
585,MANGO,Africa,8.92,17,NA,mge,NA,Central_Sudanic
586,MBAY,Africa,8.25,17.5,NA,myb,NA,Central_Sudanic
587,MODO,Africa,6,30,NA,bex,NA,Central_Sudanic
588,MOROKODO,Africa,5.51,30.02,NA,mgc,NA,Central_Sudanic
589,MOROM,Africa,12.15,17.65,NA,bdo,NA,Central_Sudanic
590,NA_CHAD,Africa,9.67,19.17,NA,kwv,NA,Central_Sudanic
591,NABA_KUKA,Africa,13,18,NA,mne,NA,Central_Sudanic
592,NDOKA,Africa,8.5,20.33,NA,ndy,NA,Central_Sudanic
593,NGAMBAY,Africa,8.67,16,NA,sba,NA,Central_Sudanic
594,NYAMUSA_MOLO,Africa,5.9,30.37,NA,nwm,NA,Central_Sudanic
595,SAR_CHAD,Africa,9,17.5,NA,mwm,NA,Central_Sudanic
596,SARA_KABA,Africa,10.54,22.16,NA,sbz,NA,Central_Sudanic
597,SINYAR,Africa,12.07,22.35,NA,sys,NA,Central_Sudanic
598,VALE,Africa,7.5,18.56,NA,vae,NA,Central_Sudanic
599,YULU,Africa,8.5,25.25,NA,yul,NA,Central_Sudanic
600,AJA,Africa,7.33,25.67,NA,aja,NA,Kresh-Aja
601,GBAYA,Africa,8.05,24.05,NA,krs,NA,Kresh-Aja
602,LENDU,Africa,2,30.5,NA,led,NA,Central_Sudanic
603,LENDU_2,Africa,1.85,30.6,NA,led,NA,Central_Sudanic
604,LENDU_DDRADHA,Africa,2,30.05,NA,led,NA,Central_Sudanic
605,LENDU_DJADHA,Africa,2,30.05,NA,led,NA,Central_Sudanic
606,LENDU_NJAWDHA,Africa,2,30.05,NA,led,NA,Central_Sudanic
607,LENDU_PIDHA,Africa,2,30.05,NA,led,NA,Central_Sudanic
608,LENDU_TADHA,Africa,2,30.05,NA,led,NA,Central_Sudanic
609,NGITI,Africa,1.67,30.25,NA,niy,NA,Central_Sudanic
610,ASOA,Africa,2.27,26.72,NA,asv,NA,Central_Sudanic
611,LOMBI,Africa,0.5,27.5,NA,lmi,NA,Central_Sudanic
612,MANGBETU,Africa,2.5,26.5,NA,mdj,NA,Central_Sudanic
613,MANGBETU_2,Africa,2.5,26.5,NA,mdj,NA,Central_Sudanic
614,BALESE,Africa,2,29,NA,les,NA,Central_Sudanic
615,BENDI,Africa,2.17,30.33,NA,bct,NA,Central_Sudanic
616,EFE,Africa,1.88,29.29,NA,efe,NA,Central_Sudanic
617,MAMVU,Africa,3.25,29,NA,mdi,NA,Central_Sudanic
618,MANGBUTU,Africa,2.75,29.74,NA,mdk,NA,Central_Sudanic
619,MVUBA,Africa,-1.67,29.25,NA,mxh,NA,Central_Sudanic
620,NDO_2,Africa,2.69,30.57,NA,ndp,NA,Central_Sudanic
621,AGI,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
622,ANDRI,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
623,ARINGA,Africa,3.65,31.2,NA,luc,NA,Central_Sudanic
624,ARINGA_2,Africa,3.5,31.25,NA,luc,NA,Central_Sudanic
625,AVOKAYA,Africa,4.86,29.97,NA,avu,NA,Central_Sudanic
626,AVOKAYA_2,Africa,4.86,29.97,NA,avu,NA,Central_Sudanic
627,BALIMBA,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
628,KALIKO,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
629,KALIKO_2,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
630,KALIKO_3,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
631,KALIKO_4,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
632,KALIKO_5,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
633,KALIKO_6,Africa,3.7,30.67,NA,kbo,NA,Central_Sudanic
634,KEDIRU,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
635,KELIKO,Africa,3.7,30.68,NA,kbo,NA,Central_Sudanic
636,LAKAMADI,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
637,LOGO,Africa,3.5,30,NA,log,NA,Central_Sudanic
638,LOGO_10,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
639,LOGO_2,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
640,LOGO_3,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
641,LOGO_4,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
642,LOGO_5,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
643,LOGO_6,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
644,LOGO_7,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
645,LOGO_8,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
646,LOGO_9,Africa,3.35,29.9,NA,log,NA,Central_Sudanic
647,LOKAI,Africa,3.25,31.5,NA,mhi,NA,Central_Sudanic
648,LUGBARA,Africa,3.08,30.92,NA,lgg,NA,Central_Sudanic
649,LUGBARA_10,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
650,LUGBARA_2,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
651,LUGBARA_3,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
652,LUGBARA_4,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
653,LUGBARA_5,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
654,LUGBARA_6,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
655,LUGBARA_7,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
656,LUGBARA_8,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
657,LUGBARA_9,Africa,3.1,30.8,NA,lgg,NA,Central_Sudanic
658,LULUBA,Africa,4.58,31.63,NA,lul,NA,Central_Sudanic
659,LULUBO_OLUBO,Africa,4.58,31.84,NA,lul,NA,Central_Sudanic
660,MAADI,Africa,3.25,31.5,NA,mhi,NA,Central_Sudanic
661,MAADI_2,Africa,3.5,31.75,NA,mhi,NA,Central_Sudanic
662,MAADI_3,Africa,3.5,31.75,NA,mhi,NA,Central_Sudanic
663,MAADI_4,Africa,3.5,31.75,NA,mhi,NA,Central_Sudanic
664,MIZA,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
665,MORU,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
666,MORU_2,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
667,MORU_3,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
668,MORU_4,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
669,MORU_5,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
670,MORU_6,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
671,MORU_7,Africa,5.18,30.39,NA,mgd,NA,Central_Sudanic
672,OJIGA,Africa,4.9,29.95,NA,avu,NA,Central_Sudanic
673,OJILA,Africa,4.67,30,NA,avu,NA,Central_Sudanic
674,OMI,Africa,3.25,30.54,NA,omi,NA,Central_Sudanic
675,OMI_2,Africa,3.25,30.54,NA,omi,NA,Central_Sudanic
676,PANDIKERI,Africa,3.25,31.5,NA,mhi,NA,Central_Sudanic
677,PROTO_SBB,Africa,,,NA,,NA,NA
678,SOUTHERN_MAADI_2,Africa,2.85,31.3,NA,snm,NA,Central_Sudanic
679,SOUTHERN_MAADI_3,Africa,2.85,31.3,NA,snm,NA,Central_Sudanic
680,WADI,Africa,4.75,29.75,NA,mgd,NA,Central_Sudanic
681,AMPARI_PA,Africa,14.22,-3.87,NA,aqd,NA,Dogon
682,ANA_TINGA,Africa,14.67,-3.12,NA,dti,NA,Dogon
